2026-06-02 20:28:40.897 INFO  [main] service=iaccount traceId= com.alipay.account_center.web.Main - Starting Main using Java 25.0.2 with PID 57451 (/Users/adam/IdeaProjects/iaccount/app/web/target/classes started by adam in /Users/adam/IdeaProjects/iaccount)
2026-06-02 20:28:40.981 INFO  [main] service=iaccount traceId= com.alipay.account_center.web.Main - No active profile set, falling back to 1 default profile: "default"
2026-06-02 20:28:42.171 INFO  [main] service=iaccount traceId= o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-06-02 20:28:42.172 INFO  [main] service=iaccount traceId= o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-06-02 20:28:42.185 INFO  [main] service=iaccount traceId= o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2026-06-02 20:28:42.192 INFO  [main] service=iaccount traceId= o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-06-02 20:28:42.192 INFO  [main] service=iaccount traceId= o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-06-02 20:28:42.199 INFO  [main] service=iaccount traceId= o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 0 ms. Found 0 Redis repository interfaces.
2026-06-02 20:28:42.345 WARN  [main] service=iaccount traceId= o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'asyncInitMethodManager' of type [com.alipay.sofa.runtime.async.AsyncInitMethodManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [asyncProxyBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-06-02 20:28:42.673 INFO  [main] service=iaccount traceId= o.s.b.w.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8887 (http)
2026-06-02 20:28:42.679 INFO  [main] service=iaccount traceId= o.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8887"]
2026-06-02 20:28:42.680 INFO  [main] service=iaccount traceId= o.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-06-02 20:28:42.680 INFO  [main] service=iaccount traceId= org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.46]
2026-06-02 20:28:42.705 INFO  [main] service=iaccount traceId= o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-06-02 20:28:42.705 INFO  [main] service=iaccount traceId= o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1535 ms
